,Method_Name,MR_ADD,MR_MUL,MR_PER,MR_INC,MR_EXC,MR_INV,VC_1,VC_2,VC_3,VC_4,VC_5,VC_6,VC_7,VC_8,VC_9,VC_10,VC_11,VC_12,VC_13,VC_14,VC_15,VC_16,VC_17,VC_18,VC_19,VC_20,VC_21,VC_22,VC_23,VC_24,VC_25,VC_26,VC_27,VC_28,VC_29,VC_30,VC_31,VC_32,VC_33,VC_34,VC_35,VC_36,VC_37,VC_38,VC_39,VC_40,VC_41,VC_42,VC_43,VC_44,VC_45,VC_46,VC_47,VC_48,VC_49,VC_50,VC_51,VC_52,VC_53,VC_54,VC_55,VC_56,VC_57,VC_58,VC_59,VC_60,VC_61,VC_62,VC_63,VC_64,VC_65,VC_66,VC_67,VC_68,VC_69,VC_70,VC_71,VC_72,VC_73,VC_74,VC_75,VC_76,VC_77,VC_78,VC_79,VC_80,VC_81,VC_82,VC_83,VC_84,VC_85,VC_86,VC_87,VC_88,VC_89,VC_90,VC_91,VC_92,VC_93,VC_94,VC_95,VC_96,VC_97,VC_98,VC_99,VC_100
16,max,1,1,1,1,1,1,1.2249101,0.88719153,1.1853508,0.44176507,-0.8132626,-1.1584812,-0.85371655,-0.8411057,-0.34122464,1.0244803,-0.6436357,-0.9764147,0.23401901,-0.2354584,-0.8637829,1.6076661,-1.0070868,2.0290294,-0.8487623,1.8129817,2.6539452,-0.6088843,-0.6714618,-0.93473685,0.7454419,-0.90761256,0.51107615,0.057322245,-0.8003152,-0.746925,-0.24725457,-0.80703634,-0.120474055,-0.05728692,-0.5982052,-0.4068487,1.5294453,-0.24162279,-0.91255736,-0.46129805,-0.71734685,-0.57157785,-0.545867,2.848146,0.85272175,1.1630658,-0.05866071,0.09613883,-0.31248516,0.24664357,1.2969846,1.913538,0.42365447,-0.24764453,-0.79332244,-1.1944095,-1.1305482,0.9190728,-0.3166789,0.8028011,-0.32956252,-0.2532573,0.41392526,-0.48549765,-0.33457974,-0.9051087,-0.92892045,-0.54102176,-0.4310256,-0.52163684,1.3140624,-0.8161108,-0.53614485,0.7689424,1.3592834,-0.07553678,-0.19980764,-0.55283046,-0.49027285,0.9496777,0.7781875,-0.19529906,-0.56578195,-0.7725461,-0.85078907,-0.8691528,-0.42484796,0.33353177,-0.2960238,1.7262663,-1.1150717,1.2387724,0.505156,0.91497195,0.34810472,-0.3527759,-0.19145198,1.4841316,0.010788751,-0.84897804
17,mean_Diff,0,0,0,0,0,0,1.1399486,1.5490991,1.1473676,0.2219201,-0.86848265,-1.2047795,-1.1414723,-0.8547711,-0.4518948,1.1525986,-0.799177,-1.1485667,-0.031386927,-0.118269555,-1.0968812,1.5778198,-1.0446626,2.3865,-0.9015042,1.4469671,3.2770429,-0.63373137,-0.83827883,-0.96364135,1.1082336,-1.21596,0.7724551,0.20807575,-0.85924095,-0.85339594,0.136855,-0.40379003,-0.15575367,-0.09172477,-0.5286248,-0.5066843,1.5415742,-0.5124573,-1.0084594,-0.54747766,-0.6857804,-0.5136563,-0.49522713,3.8372383,0.47028878,1.4365324,-0.23291333,0.9336743,-0.52190816,0.10710028,1.7127007,1.6483692,0.027611544,-0.26610038,-0.89677936,-1.295696,-1.1893438,0.7456183,-0.45841837,0.61592656,-0.21714869,-0.27337444,0.33550346,-0.7147104,-0.44444886,-0.97029537,-0.988183,-0.72984344,-0.51132923,-0.5157676,1.6160395,-0.95230234,-0.5763488,0.6109109,1.3243898,-0.32869107,-0.1969082,-0.57113326,-0.4850762,1.4829861,0.5084316,-0.2975016,-0.5681253,-0.88201576,-1.0766766,-0.99964744,-0.44779858,0.27261803,-0.42762125,1.6271394,-1.2650934,1.6417391,0.5337773,0.9486013,0.97710335,-0.40823066,-0.04529322,1.2526091,-0.19995402,-0.9179738
18,manhattanDist,0,1,0,1,1,1,1.1542656,0.99652284,1.3158137,0.2665279,-0.85583377,-1.2001826,-0.9394882,-0.8451023,-0.37425804,0.92502004,-0.70983756,-1.03731,0.15459573,-0.022138134,-0.967731,1.7687371,-1.0077085,2.0730052,-0.89672047,1.5663232,2.945997,-0.56569904,-0.73677313,-0.97771245,0.63450027,-0.9831162,0.56606877,0.22457534,-0.84771705,-0.73278314,-0.22399464,-0.95829105,-0.12811095,0.010805175,-0.5480775,-0.44904155,1.615348,-0.55750424,-0.92316175,-0.37444836,-0.6530012,-0.50743866,-0.49995455,3.2672515,0.73324,1.412929,-0.16063553,0.2693308,-0.4325464,0.22070946,1.5457963,1.8257447,0.29585907,-0.21369985,-0.7894455,-1.2159182,-1.1964632,0.64434314,-0.4053011,0.74521995,-0.32073298,-0.23864259,0.3488607,-0.6115061,-0.391237,-0.87708694,-0.9363414,-0.65973836,-0.48373833,-0.5054201,1.6653678,-0.8274402,-0.5245814,0.704706,1.3399686,-0.28076375,-0.15460595,-0.5944154,-0.42466518,1.2754396,0.8463895,-0.24083821,-0.6088474,-0.83193105,-0.96337706,-0.8738746,-0.42951944,0.382799,-0.42016667,1.8459483,-1.1649435,1.4927596,0.635087,1.0313308,0.62438005,-0.3920321,-0.048052527,1.4337671,-0.023608737,-0.9222152
19,mean_abs_error,0,1,0,0,0,1,0.8193343,1.437802,0.9538516,0.4594526,-0.8606468,-1.2920827,-1.2177434,-0.8631847,-0.52711207,1.4710392,-0.8924148,-1.1316725,-0.019345636,-0.13497911,-1.097805,1.2223564,-1.084848,2.6923842,-0.8711642,1.5742419,3.1285982,-0.64224595,-0.48992988,-1.0033145,1.3075627,-1.1449084,0.84796464,0.041713268,-0.86701536,-0.8986785,0.077099845,-0.38809496,-0.29097977,-0.15036294,-0.64058685,-0.4458846,2.0129619,-0.5971876,-1.1174139,-0.67387754,-0.6820678,-0.5733382,-0.51402473,3.456809,0.3573785,1.2394022,-0.19838203,0.81592244,-0.61399645,0.92780066,1.6272213,1.5979718,0.006039932,-0.32531098,-0.92683685,-1.2943168,-1.1794671,0.8493273,-0.49941128,0.5093526,-0.14857343,-0.30354717,0.17111531,-0.70782983,-0.47035974,-0.8937699,-1.0386086,-0.9648815,-0.5027333,-0.62950444,1.3411446,-1.0902822,-0.61880976,0.26327723,0.9580788,-0.41674525,0.13465336,-0.5959926,-0.58587146,1.2415482,0.9893907,-0.3765172,-0.556184,-0.7857565,-1.0455103,-0.9695551,-0.47421992,0.50756234,0.26626182,1.393289,-1.1836653,1.5078933,0.6558467,0.71196026,0.7489542,-0.49504352,0.002041893,1.0058489,-0.25640532,-0.90329796
20,scale,1,1,0,0,0,1,1.3050398,0.77901536,1.224802,0.2251,-0.8319415,-1.1081979,-0.9969559,-0.9027335,-0.4573416,1.0026525,-0.7057037,-1.0020752,-0.028384252,-0.12718359,-0.9697727,1.6044513,-0.9830412,2.0508182,-0.9016146,1.3600789,3.217633,-0.57758516,-0.7420757,-0.93275446,0.46633673,-1.0300299,0.43107933,0.18558638,-0.81895375,-0.6934093,0.05593168,-1.0091773,-0.21347986,-0.06787793,-0.48831987,-0.5207931,1.3425978,-0.5225181,-0.8156462,-0.5612602,-0.6767999,-0.66541743,-0.5037747,2.8672838,0.36644062,1.6059741,-0.32807955,0.11545187,-0.5911487,0.059259888,1.7123079,1.4916425,0.04969471,-0.42995343,-0.7348498,-1.1872457,-1.1762093,0.44777435,-0.47490582,0.5087614,-0.29767972,-0.25590283,0.7207203,-0.70354825,-0.41508052,-0.8963692,-0.8694795,-0.64188147,-0.48628303,-0.56023663,1.6258109,-0.7796697,-0.44496277,0.56460357,1.2858893,-0.24560632,-0.23667957,-0.42976052,-0.42499688,1.1819831,0.6321255,-0.23283905,-0.5556735,-0.8790647,-0.9982052,-0.9163586,-0.47489765,0.4794669,-0.53655815,2.0475824,-1.1535844,1.275518,0.6458439,1.5820788,0.4534148,-0.3656921,-0.10676098,1.1175343,0.574434,-0.99851274
21,find_median,1,1,1,0,0,1,0.90019155,2.078098,1.1175401,0.29227555,-0.83421844,-1.1897364,-1.239214,-0.84299076,-0.4677189,1.0187243,-0.8067372,-1.2013721,0.14459199,-0.15838765,-1.1642174,1.4058104,-0.9618078,2.428272,-0.8570942,1.6585464,3.078229,-0.6426214,-0.81760246,-0.96367645,1.2403412,-1.2765477,0.8638713,0.03242463,-0.8226322,-0.8836511,0.2323162,0.036591038,-0.16451061,-0.12700245,-0.53838885,-0.4718944,1.5116724,-0.34079146,-1.1223098,-0.621836,-0.68501323,-0.60284317,-0.5036681,4.002583,0.62726915,1.4583943,-0.291397,1.0771013,-0.5652558,0.20040813,1.938226,1.9481543,0.12119313,-0.34460214,-0.92209315,-1.2673559,-1.1942909,0.8691004,-0.52618146,0.7289539,-0.12721714,-0.2309896,0.18964665,-0.63683856,-0.44083288,-0.938752,-1.00817,-0.7548336,-0.5139167,-0.53322804,1.2104452,-1.017564,-0.6083854,0.61030686,1.2964528,-0.575569,-0.22285484,-0.6096671,-0.47882384,1.4540162,0.5958177,-0.28937584,-0.54080826,-0.91612244,-1.0678065,-1.0495703,-0.4716996,0.30454254,-0.29172906,1.4381963,-1.2508711,1.6029819,0.2158423,0.68589646,1.1424844,-0.40863013,-0.09513934,1.2672583,-0.27703878,-0.9083914
22,reverse,1,1,0,0,0,1,1.2620738,0.8850539,1.389026,0.32870376,-0.8571132,-1.1558932,-1.0128152,-0.8430186,-0.41790637,0.8386208,-0.68038774,-1.0395323,0.18996789,-0.12949012,-0.98402977,1.5532671,-1.0292389,2.450152,-0.87250835,1.4584894,2.9168253,-0.5998433,-0.70798045,-0.94645524,0.66844714,-1.0385684,0.64203435,0.0061415844,-0.77104634,-0.7555275,-0.21087319,-0.87687474,-0.10495843,-0.05435865,-0.6640705,-0.47026104,1.5416708,-0.3083771,-0.9485715,-0.5345934,-0.72555804,-0.62767905,-0.52340186,3.2097294,0.40305617,1.5031971,-0.1683978,0.11451294,-0.5831339,0.17735618,2.0486639,1.696657,0.3151361,-0.27903906,-0.83199424,-1.26732,-1.1643826,0.9510729,-0.40542153,0.7868433,-0.32264936,-0.20860252,0.44518688,-0.599529,-0.34554368,-0.87174714,-0.9676331,-0.6692002,-0.47128728,-0.5337365,1.2768108,-0.88277644,-0.53693026,0.5035945,1.1273835,-0.15900694,-0.21112926,-0.47820982,-0.66594625,1.0863651,0.6866135,-0.24354394,-0.54555446,-0.8561876,-1.0209359,-0.97776955,-0.46851313,0.3504038,-0.46473354,2.1774654,-1.1773448,1.3001251,0.4716892,1.2268064,0.3560822,-0.369758,-0.20065324,1.3522897,0.22716492,-0.99913543
23,clip,0,0,0,0,0,0,0.9577677,1.3270599,1.3529695,0.17409948,-0.9029524,-1.2157342,-1.0104047,-0.8440385,-0.36277434,0.9147716,-0.76409435,-1.1062001,0.09502108,-0.110161036,-0.97634596,1.9717956,-1.0754318,1.7159308,-0.93857193,1.751965,3.4989274,-0.54601485,-0.80259264,-0.96373045,0.48220846,-1.0101413,0.5199086,0.29212853,-0.8580009,-0.77169114,-0.39521518,-1.0066546,-0.12325537,0.11961062,-0.45820913,-0.46930644,1.4349643,-0.3811562,-0.9088499,-0.5725003,-0.68413687,-0.5850762,-0.51724595,3.1654902,0.6439722,1.3203044,-0.2080883,0.21713018,-0.3455477,0.17623769,1.3950814,1.8935112,0.20605814,-0.36900556,-0.7911366,-1.2713778,-1.2638531,0.53812695,-0.45103925,0.72785294,-0.3065611,-0.2678904,0.41292873,-0.6519409,-0.46092963,-0.9777268,-0.98823565,-0.6448204,-0.4594174,-0.5834057,1.9192127,-0.8014466,-0.49623376,0.70173985,1.6782682,-0.31012595,-0.31528068,-0.66148657,-0.24929614,1.2350572,0.47491696,-0.21212807,-0.6229142,-0.8805059,-0.9200624,-0.9285486,-0.4563091,0.46381438,-0.092203215,1.5844007,-1.2041014,1.5254633,0.5199663,0.99243563,0.7717779,-0.3926975,-0.0023243958,1.2798488,0.20663577,-0.92418104
24,elemtWise_max,1,1,0,0,0,1,0.64865863,0.9043749,1.4981626,0.08946437,-0.8962037,-1.1384807,-0.8743576,-0.7760346,-0.3457233,0.60243016,-0.7243575,-1.0713376,0.047899246,-0.114255965,-0.9376801,2.224865,-1.0484134,1.5440397,-0.93951523,1.3100789,3.5778847,-0.5194542,-0.8445201,-0.8889875,0.31831598,-0.9973341,0.4255662,0.3498374,-0.83711416,-0.68088645,-0.43685427,-1.0245787,-0.20033929,0.24659519,-0.5264355,-0.48221573,1.1667176,-0.43680802,-0.8658264,-0.54283047,-0.664471,-0.5344932,-0.49972832,3.3474798,0.19403453,1.1634113,-0.26563257,0.13588172,-0.38343924,0.09177932,1.1709028,1.3779663,0.10598752,-0.3477348,-0.7454964,-1.2427984,-1.241675,0.3831937,-0.43570316,0.6395774,-0.2848408,-0.30223987,0.33838183,-0.700756,-0.46194804,-0.88039505,-0.90555465,-0.641918,-0.47486573,-0.49761006,2.0264084,-0.7725887,-0.5102279,0.24426271,1.4925488,-0.31209463,-0.39744687,-0.6797194,-0.37837318,1.2398692,0.36261013,-0.21842292,-0.6362353,-0.86936736,-0.9864873,-0.8721511,-0.45709804,0.15970993,-0.34285596,1.2295418,-1.1958097,1.5252489,0.55396515,0.9919103,0.7850251,-0.40892124,-0.114677764,1.030368,0.18828025,-0.94647753
25,var_Difference,1,1,0,0,0,1,1.4763081,1.7903581,0.94077605,0.26352933,-0.7955034,-1.1188539,-1.2896944,-0.8844663,-0.46402282,1.2708104,-0.77338326,-1.1121912,0.025082234,-0.118883505,-1.0762241,1.0408138,-0.9948037,2.5136862,-0.83684444,1.6283933,2.886639,-0.6421524,-0.72266525,-0.9926547,1.3327746,-1.2188946,0.6952145,-0.053133134,-0.80088204,-0.883551,0.369209,-0.24704622,-0.12775022,-0.31789023,-0.5114035,-0.5095531,1.4472672,-0.5006943,-1.0376633,-0.5754023,-0.68760794,-0.48557174,-0.50020605,3.240806,0.8528563,1.4154873,-0.14779349,0.9788195,-0.57692677,0.19779716,1.7593207,2.0060427,0.13622957,-0.20555662,-0.8564697,-1.2276927,-1.0895724,0.8426511,-0.41428742,0.70430267,-0.21422088,-0.24311502,0.5535782,-0.6206096,-0.38010472,-0.96933377,-0.97243124,-0.69310135,-0.4978882,-0.5637517,1.2050524,-0.9446842,-0.5185371,0.89796257,1.1126387,-0.5128972,0.004587562,-0.4746454,-0.49815086,1.304818,0.7839656,-0.25566572,-0.52985734,-0.8788308,-1.0286144,-1.0280896,-0.43786496,0.6229288,-0.36249822,2.0370073,-1.214926,1.5677521,0.45429727,0.94814277,0.8543062,-0.3750061,-0.033074636,1.3803886,-0.10476131,-0.88465744
26,count_k,0,0,1,1,1,0,1.0374023,1.4359717,1.1753173,0.28120732,-0.860547,-1.190159,-1.0983559,-0.8844034,-0.4053489,0.9820024,-0.75237614,-1.0427064,0.28259063,0.019969255,-1.042917,1.049063,-1.0570018,2.6426444,-0.8572801,1.8700093,2.6726518,-0.66597825,-0.72862697,-1.0369674,0.7329052,-1.0111264,0.7885087,0.05283565,-0.8397388,-0.85139656,-0.28468946,-0.9696475,-0.09250839,-0.2516229,-0.520341,-0.46400592,1.7635939,-0.36303884,-0.9739871,-0.5752888,-0.64269006,-0.6582435,-0.5048511,3.092514,0.4170728,1.783672,-0.320492,0.34886113,-0.41275206,0.27696577,2.6732569,1.8477035,0.31060383,-0.41272986,-0.8086339,-1.2479798,-1.1312475,0.8584042,-0.5025286,0.7040699,-0.31720942,-0.126435,0.33163476,-0.720286,-0.3933283,-0.8915495,-0.9909815,-0.7175763,-0.47326252,-0.5361776,1.0094436,-0.8841425,-0.5270319,0.73547846,1.1081312,-0.37878823,-0.27292836,-0.6117453,-0.40334764,1.5097939,0.68303263,-0.17607969,-0.47766674,-0.83878857,-0.8258243,-0.98167974,-0.46452656,0.2504772,-0.1383015,2.1690068,-1.1569412,1.2698306,0.58907145,0.7383308,0.52295065,-0.3629635,-0.0876806,1.3204143,0.07887297,-0.9669975
27,weightedRMS,0,0,0,0,0,0,1.2343782,1.1250653,1.2627978,0.1533428,-0.8489152,-1.1715897,-1.1215572,-0.8613949,-0.46257108,0.93620396,-0.77732426,-1.1353475,-0.11511737,-0.1628734,-1.0886464,1.7371706,-1.0429729,1.8829973,-0.9173107,1.298621,3.6328812,-0.5432532,-0.8461869,-0.9478521,0.66322935,-1.1916933,0.45104817,0.14955303,-0.81568676,-0.77121323,0.173715,-0.6420831,-0.18944831,0.019325577,-0.5705579,-0.61126506,1.0215209,-0.5024617,-0.98575455,-0.61439735,-0.73514754,-0.56295437,-0.4942526,3.360581,1.0375663,1.4277514,-0.32550663,0.50243056,-0.5841111,-0.021259602,1.6611032,1.8114821,-0.0341534,-0.2875047,-0.8203667,-1.2509868,-1.242079,0.5096535,-0.51229364,0.67602545,-0.11889292,-0.31746662,0.5560259,-0.6369574,-0.4516784,-0.9670851,-0.9749674,-0.7233448,-0.49876714,-0.5868274,1.8541129,-0.929782,-0.5015668,0.8428018,1.3643607,-0.3469247,-0.12476929,-0.41947272,-0.5057216,1.2486995,0.7183374,-0.3393775,-0.6311912,-0.91765547,-1.1340339,-1.0047513,-0.47031015,0.7370138,-0.5297609,1.8473238,-1.2249336,1.4838512,0.44096762,1.5041414,0.7974814,-0.41697997,-0.09461718,1.1156969,0.3154064,-0.9822623
28,autoCorrelation,0,0,0,0,0,0,1.2639952,1.6800365,0.5044566,0.08943441,-0.7512671,-1.1536903,-1.3179332,-0.91286933,-0.5340383,1.3121234,-0.8405122,-1.150187,-0.2384174,-0.16287154,-1.1121097,0.8888647,-1.0016271,2.4703882,-0.70133704,1.6961052,2.6704395,-0.6709346,-0.3328035,-1.0189846,1.3228734,-1.219856,0.7348624,0.04403267,-0.79122883,-0.8805937,0.46794063,-0.14960143,-0.14737524,-0.3745369,-0.5943027,-0.5720309,1.4148029,-0.49512962,-1.0255861,-0.62425804,-0.7116037,-0.6608681,-0.5177975,3.1223161,1.3598864,1.341534,-0.19039512,1.0511737,-0.64652795,0.17671998,1.6895013,2.4290495,-0.2647613,-0.42475772,-0.8757791,-1.2198051,-1.05724,0.667876,-0.4645859,0.32495975,0.054643616,-0.33248556,0.6298803,-0.66107816,-0.53051424,-0.96948844,-0.9635801,-0.88751996,-0.53261465,-0.67899483,1.0845176,-1.0412389,-0.55370295,1.3785121,1.0690475,-0.34082073,0.5903933,-0.42385957,-0.5258362,1.1790618,1.1253464,-0.3388892,-0.48510113,-0.81304336,-1.0047545,-1.018884,-0.46902514,0.8778036,-0.35610595,1.7922273,-1.1240172,1.5150161,0.5734115,1.0597725,0.70838964,-0.44388303,-0.06654414,1.0581688,0.038134012,-0.81322724
29,product,1,1,1,1,1,1,1.3705088,0.47020662,0.9729043,0.5497356,-0.75814444,-1.1648353,-0.89263225,-0.83732736,-0.47213867,1.1694361,-0.5977146,-0.9379732,0.22973412,-0.28980863,-0.91060454,1.1252855,-0.96417767,2.569604,-0.79165,1.6336724,2.0112975,-0.6751544,-0.46184695,-0.9792149,1.0546476,-0.9309193,0.7602316,-0.091120556,-0.7699428,-0.78164893,-0.07101565,-0.6414015,-0.06073845,-0.28955948,-0.7348506,-0.43280217,1.8314861,-0.14250608,-0.9605761,-0.48301262,-0.75780386,-0.57582486,-0.5846614,2.7667985,1.0400434,1.3342837,-0.06342823,0.21691605,-0.43332365,0.35243157,1.6872652,1.8178722,0.44235393,-0.23493452,-0.8770675,-1.177331,-1.0474538,1.392352,-0.3929544,0.84549546,-0.2891113,-0.2592477,0.33871493,-0.4370238,-0.24500014,-0.85440874,-0.9851564,-0.65714204,-0.47235662,-0.55709666,0.8353046,-0.9454613,-0.5833635,0.55592215,0.8755373,0.12978858,-0.022547804,-0.4112297,-0.69062924,0.6466185,0.98768675,-0.28574833,-0.5056679,-0.7445595,-0.9300071,-0.89031553,-0.45559612,0.31385595,-0.43053848,2.0161698,-1.0632651,0.9508241,0.584725,1.0339592,0.054470357,-0.3681156,-0.23726714,1.4706683,-0.022710491,-0.76047695
30,cal_AbsoluteDiff,1,1,0,0,0,1,0.9675266,1.0836276,1.2608819,0.2188204,-0.8262896,-1.1013619,-0.9259583,-0.81652445,-0.3618005,0.9386001,-0.67521185,-1.0205419,0.12453925,-0.095358625,-0.93363464,1.5880172,-0.998868,2.0443096,-0.856506,1.6217192,2.9974618,-0.5753661,-0.6761744,-0.91200286,0.45325834,-0.9204322,0.4368539,0.08921852,-0.7955837,-0.6937977,-0.1598375,-0.9919169,-0.17069782,-0.03540093,-0.5051913,-0.4484697,1.457133,-0.37633583,-0.80412996,-0.53400916,-0.6555036,-0.5849426,-0.50746167,2.8980079,0.3392687,1.3692402,-0.2719118,0.09638394,-0.32079768,0.2922171,1.5205388,1.6903992,0.23776856,-0.42246473,-0.7482241,-1.1761234,-1.13215,0.46627262,-0.46308678,0.5807816,-0.23756418,-0.22274202,0.5136596,-0.6770067,-0.3726256,-0.86794907,-0.87299865,-0.639487,-0.48051026,-0.5171697,1.464669,-0.7327805,-0.47396192,0.4793081,1.2129011,-0.33895606,-0.07897413,-0.54143655,-0.41609946,1.2136617,0.7993229,-0.15028434,-0.5529685,-0.83960634,-0.9278642,-0.88783485,-0.44055507,0.4079571,-0.25191352,1.929563,-1.1245856,1.357778,0.6024855,1.0080469,0.51513934,-0.3520165,-0.1112073,1.1848971,0.20280576,-0.8981394
31,pooledVariance,1,1,1,0,0,1,1.7734723,1.86339,0.8550383,0.15787826,-0.7962518,-1.126281,-1.3891768,-0.9223317,-0.55732405,1.401875,-0.7976074,-1.177561,-0.11003385,-0.13918698,-1.1270577,1.0711192,-0.92387885,2.530626,-0.85575867,1.523038,3.2608058,-0.63981724,-0.8083934,-1.0080544,1.5015904,-1.33826,0.7582062,-0.00063438783,-0.79119164,-0.90001744,0.7186841,-0.05809739,-0.14668053,-0.35583222,-0.5063153,-0.5699259,1.1532496,-0.4461716,-1.0471944,-0.6472691,-0.71293765,-0.5077829,-0.47964737,3.3091974,1.0376912,1.6192775,-0.24158889,1.1839446,-0.65571785,0.06694419,2.0197513,2.0473394,-0.06237311,-0.22342609,-0.8697528,-1.2490366,-1.14395,0.8107233,-0.5180698,0.6362586,-0.17751928,-0.32309094,0.77647674,-0.7021948,-0.40255433,-1.0187697,-0.9787575,-0.71380746,-0.50094676,-0.5857108,1.4088029,-0.9936936,-0.4878723,1.0723493,1.1604918,-0.4981946,-0.05246415,-0.36123192,-0.5207187,1.3745303,0.6997623,-0.26397285,-0.5485417,-0.9596452,-1.1392395,-1.0958848,-0.44359154,0.84466183,-0.44868764,2.0994627,-1.2693099,1.5490571,0.45226246,1.5220685,0.90883803,-0.36277828,-0.03854928,1.3858736,0.22441958,-0.9277551
